station_name,date_time,cool_deg_days_c,heat_deg_days_c,max_temp_c,mean_temp_c,min_temp_c,total_precip_mm,region
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-28,0,5,20.2,13,5.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-29,0,5,21.2,13,4.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-09-30,0,4.3,20.1,13.7,7.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-01,0,3.9,22.3,14.1,5.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-02,0,3.6,21.5,14.4,7.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-03,0,1.7,24.5,16.3,8.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-04,0,4,19.8,14,8.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-05,0.2,0,24.9,18.2,11.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-06,0,0.6,23.7,17.4,11,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-07,0,1.2,19.9,16.8,13.7,0.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-08,0,5,18.4,13,7.6,16.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-09,0,6.2,17.8,11.8,5.7,3.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-10,0,6.2,16.5,11.8,7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-11,0,5.9,17.8,12.1,6.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-12,0,7.2,15.7,10.8,5.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-13,0,6.2,15.1,11.8,8.5,14.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-14,0,8.2,12.7,9.8,6.8,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-15,0,8.7,13,9.3,5.5,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-16,0,8.4,11.5,9.6,7.6,17.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-17,0,12.4,9.7,5.6,1.4,4.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-18,0,10.4,13.7,7.6,1.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-19,0,8,15.4,10,4.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-20,0,6.1,16.6,11.9,7.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-21,0,4.6,16.7,13.4,10.1,23,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-22,0,8.8,11.4,9.2,6.9,19.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-23,0,13.8,8.8,4.2,-0.5,7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-24,0,12.8,12,5.2,-1.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-25,0,6.5,16.1,11.5,6.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-26,0,3.3,19.7,14.7,9.7,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-27,0,4.9,15.9,13.1,10.2,3.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-28,0,3.4,24,14.6,5.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-29,0,15.2,6.6,2.8,-1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-30,0,18.7,0.7,-0.7,-2.1,9.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-10-31,0,18.7,3.3,-0.7,-4.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-01,0,20.3,1.4,-2.3,-5.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-02,0,19.1,3.7,-1.1,-5.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-03,0,15.6,8.5,2.4,-3.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-04,0,10.2,14.1,7.8,1.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-05,0,15.7,7.4,2.3,-2.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-06,0,18.6,3.9,-0.6,-5.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-07,0,14.6,10.2,3.4,-3.4,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-08,0,14.5,8.3,3.5,-1.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-09,0,16.4,4,1.6,-0.8,1.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-10,0,15.2,6.3,2.8,-0.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-11,0,16.5,4.7,1.5,-1.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-12,0,17.4,3.5,0.6,-2.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-13,0,20.1,-0.1,-2.1,-4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-14,0,18.6,1.4,-0.6,-2.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-15,0,17.4,3.6,0.6,-2.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-16,0,15,8.2,3,-2.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-17,0,12.8,13.9,5.2,-3.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-18,0,10.2,14.2,7.8,1.3,45,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-19,0,17.2,4,0.8,-2.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-20,0,19.6,1.1,-1.6,-4.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-21,0,20.5,1.9,-2.5,-6.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-22,0,20.4,1.5,-2.4,-6.2,10.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-23,0,14.8,6,3.2,0.3,1.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-24,0,20.5,3.8,-2.5,-8.8,0.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-25,0,25.5,-4.2,-7.5,-10.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-26,0,19.1,4.8,-1.1,-7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-27,0,13.8,8.6,4.2,-0.3,17.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-28,0,19.6,3.1,-1.6,-6.3,1.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-29,0,23.7,-1.7,-5.7,-9.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-11-30,0,21.2,3.5,-3.2,-9.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-01,0,11.8,10.6,6.2,1.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-02,0,16.4,3.5,1.6,-0.3,6.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-03,0,17.8,2.4,0.2,-2,0.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-04,0,20.5,-0.6,-2.5,-4.3,11.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-05,0,25.5,-3.4,-7.5,-11.6,3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-06,0,26.8,-4.3,-8.8,-13.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-07,0,25.3,-3.7,-7.3,-10.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-08,0,23.8,0,-5.8,-11.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-09,0,22.9,0.1,-4.9,-9.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-10,0,13.1,11.6,4.9,-1.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-11,0,9.8,15.7,8.2,0.7,10.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-12,0,19.6,0.8,-1.6,-3.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-13,0,20.1,3.8,-2.1,-8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-14,0,24.2,-2.8,-6.2,-9.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-15,0,17.6,6.1,0.4,-5.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-16,0,21.5,1.5,-3.5,-8.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-17,0,18.8,6.8,-0.8,-8.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-18,0,7.5,14.3,10.5,6.6,36.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-19,0,9.3,14,8.7,3.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-20,0,16.5,4.1,1.5,-1.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-21,0,22.7,-0.8,-4.7,-8.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-22,0,25.5,-3.7,-7.5,-11.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-23,0,24.7,-1.6,-6.7,-11.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-24,0,18.4,5.8,-0.4,-6.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-25,0,16.2,5.6,1.8,-2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-26,0,12.6,8.2,5.4,2.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-27,0,15.8,3.7,2.2,0.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-28,0,17.1,4.3,0.9,-2.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-29,0,18.5,0,-0.5,-0.9,16.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-30,0,18.2,0.4,-0.2,-0.7,3.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2023-12-31,0,20.7,-0.4,-2.7,-5,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-01,0,15.5,9.2,2.5,-4.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-02,0,15.1,8.3,2.9,-2.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-03,0,16.6,5.7,1.4,-3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-04,0,16.9,2.8,1.1,-0.7,14.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-05,0,15.4,5.1,2.6,0.1,7.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-06,0,17.2,1.6,0.8,0,3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-07,0,17.4,3.7,0.6,-2.5,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-08,0,11.7,16.4,6.3,-3.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-09,0,17.8,5.2,0.2,-4.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-10,0,15.8,11.9,2.2,-7.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-11,0,12.4,9.5,5.6,1.6,2.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-12,0,7.7,16.6,10.3,3.9,3.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-13,0,5.4,19.2,12.6,6,4.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-14,0,10.2,11.4,7.8,4.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-15,0,8.5,15.4,9.5,3.5,3.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-16,0,9.9,14.6,8.1,1.6,0.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-17,0,13.1,7.9,4.9,1.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-18,0,14.1,10.1,3.9,-2.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-19,0,13.2,12.8,4.8,-3.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-20,0,11.9,8.3,6.1,3.9,10.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-21,0,10.2,13.1,7.8,2.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-22,0,15.8,7.7,2.2,-3.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-23,0,13.4,13.3,4.6,-4.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-24,0,11.9,15.3,6.1,-3.2,0.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-25,0,17,6.6,1,-4.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-26,0,15.6,9.2,2.4,-4.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-27,0,14.7,10.7,3.3,-4.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-28,0,10.6,18.2,7.4,-3.5,1.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-29,0,13.6,8.2,4.4,0.6,2.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-04-30,0,13.4,9,4.6,0.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-01,0,11.9,11.4,6.1,0.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-02,0,14.1,7.4,3.9,0.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-03,0,14,5.2,4,2.7,1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-04,0,12.1,10.7,5.9,1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-05,NA,NA,NA,NA,NA,1.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-06,0,6.8,16.6,11.2,5.8,2.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-07,0,6.5,18.2,11.5,4.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-08,0,10.5,12.8,7.5,2.1,11.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-09,0,15.4,5.6,2.6,-0.4,15.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-10,0,13.8,9.8,4.2,-1.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-11,0,11.4,13.4,6.6,-0.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-12,0,11,13.8,7,0.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-13,0,8,20.2,10,-0.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-14,0,5.2,22.1,12.8,3.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-15,0,2.5,25,15.5,5.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-16,0,5.2,19.4,12.8,6.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-17,0,5.9,18.8,12.1,5.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-18,0,5.1,20.2,12.9,5.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-19,0,6.5,16.3,11.5,6.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-20,0,3.4,22.5,14.6,6.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-21,0,0.4,26.5,17.6,8.6,9.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-22,0,0.4,25.6,17.6,9.6,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-23,0.7,0,27.2,18.7,10.2,3.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-24,0.3,0,26.8,18.3,9.8,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-25,0,5.8,18.2,12.2,6.2,0.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-26,0,7.2,15.4,10.8,6.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-27,0,5.3,18.2,12.7,7.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-28,0,3.7,18.1,14.3,10.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-29,0,1.6,22.8,16.4,9.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-30,0,4.1,20.8,13.9,6.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-05-31,0,8.6,15.8,9.4,2.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-01,0,9.1,14.3,8.9,3.4,0.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-02,0,4.4,18.4,13.6,8.8,7.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-03,0,5.5,15.8,12.5,9.1,1.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-04,0,4.1,20.7,13.9,7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-05,0,3.4,22.1,14.6,7,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-06,0,3.2,21.7,14.8,7.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-07,0,3.5,22,14.5,7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-08,0,2.6,18,15.4,12.8,1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-09,0,0.1,22.7,17.9,13.1,3.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-10,0,1.6,20.8,16.4,11.9,4.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-11,0,3.1,21.5,14.9,8.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-12,0,2.1,23.2,15.9,8.6,0.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-13,1.2,0,26.9,19.2,11.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-14,1.9,0,27.8,19.9,11.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-15,0,5.2,16.3,12.8,9.3,16.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-16,0,2,23.7,16,8.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-17,0,0.3,25.8,17.7,9.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-18,3.4,0,29.7,21.4,13,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-19,7.3,0,34.7,25.3,15.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-20,8.7,0,34.2,26.7,19.2,4.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-21,1.9,0,26.4,19.9,13.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-22,1.6,0,27.3,19.6,11.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-23,0,2.8,19.3,15.2,11.1,20.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-24,0,1.7,18.3,16.3,14.3,3.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-25,0,3.5,17.9,14.5,11.1,4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-26,1.6,0,29.4,19.6,9.8,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-27,1.2,0,23.7,19.2,14.6,26.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-28,0,2,20.5,16,11.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-29,0,0.4,23.8,17.6,11.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-06-30,3,0,27.6,21,14.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-01,0,0.5,23.6,17.5,11.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-02,0.7,0,26.8,18.7,10.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-03,2,0,28.8,20,11.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-04,1.7,0,26.2,19.7,13.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-05,2.8,0,27.4,20.8,14.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-06,0.3,0,20.4,18.3,16.2,4.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-07,3,0,26,21,15.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-08,4.6,0,30,22.6,15.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-09,4.9,0,30,22.9,15.8,0.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-10,6.4,0,31.2,24.4,17.6,2.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-11,2.2,0,22.5,20.2,17.9,14.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-12,2.4,0,23.8,20.4,17,1.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-13,5.2,0,28.7,23.2,17.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-14,6.2,0,31.3,24.2,17.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-15,6.8,0,31.5,24.8,18.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-16,5.5,0,29,23.5,18,1.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-17,6.3,0,30,24.3,18.5,5.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-18,NA,NA,NA,NA,NA,1.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-19,4.2,0,28.1,22.2,16.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-20,3.7,0,28.3,21.7,15.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-21,1.8,0,26.1,19.8,13.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-22,1,0,25.9,19,12.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-23,0,0.3,24,17.7,11.3,0.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-24,2.7,0,25.5,20.7,15.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-25,3.5,0,25.4,21.5,17.6,7.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-26,0.1,0,23.4,18.1,12.8,8.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-27,0,0,25.9,18,10.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-28,4.2,0,29.9,22.2,14.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-29,NA,NA,NA,NA,NA,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-30,3.6,0,27.9,21.6,15.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-07-31,6.8,0,30.2,24.8,19.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-08-01,5.1,0,25.4,23.1,20.7,4.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-08-02,7.8,0,31.9,25.8,19.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-08-03,6.2,0,28.6,24.2,19.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-08-04,6.2,0,28.4,24.2,19.9,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-08-05,4.4,0,29.6,22.4,15.2,3.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-08-06,0.4,0,23,18.4,13.8,3.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-08-07,1.2,0,26.2,19.2,12.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-08-08,0.2,0,25.9,18.2,10.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2024-08-09,0,1.1,20.1,16.9,13.6,13.8,nb
